Temp,Humidity,CO,smoke,RESULT
30,62,0,293,no
26,60,0,429,no
26,52,0,503,no
35,75,0,519,severe
30,63,0,285,no
32,54,0,413,severe
36,65,0,470,critical
29,54,0,461,mild
29,75,0,477,mild
28,54,0,561,mild
35,57,0,276,severe
30,60,0,242,no
27,59,0,210,no
30,55,0,560,no
25,55,0,321,no
35,75,0,375,severe
32,68,0,414,severe
36,75,0,415,critical
38,72,0,304,critical
32,50,0,418,severe
33,53,0,385,severe
35,77,0,200,severe
31,57,0,357,severe
35,72,0,508,severe
25,76,0,336,no
29,67,0,561,mild
34,74,0,365,severe
34,54,0,409,severe
33,64,0,447,severe
30,55,0,424,no
35,61,0,205,severe
26,68,0,592,no
32,77,0,577,severe
40,62,0,344,critical
33,70,0,303,severe
39,76,0,569,critical
38,53,0,339,critical
26,56,0,328,no
32,78,0,409,severe
28,60,0,274,mild
36,51,0,436,critical
27,68,0,364,no
40,68,0,205,critical
30,69,0,208,no
37,66,0,385,critical
36,73,0,473,critical
25,74,0,416,no
40,52,0,309,critical
36,63,0,474,critical
29,78,0,401,mild
35,61,0,344,severe
31,51,0,315,severe
26,73,0,309,no
26,56,0,280,no
27,74,0,376,no
36,69,0,235,critical
39,74,0,402,critical
39,65,0,268,critical
31,58,0,369,severe
29,71,0,224,mild
30,64,0,273,no
27,76,0,580,no
32,71,0,530,severe
37,68,0,260,critical
25,74,0,484,no
37,51,0,241,critical
35,55,0,405,severe
39,69,0,272,critical
39,70,0,211,critical
31,69,0,321,severe
36,55,0,371,critical
31,53,0,269,severe
36,70,0,548,critical
28,72,0,512,mild
33,61,0,203,severe
37,63,0,528,critical
34,56,0,382,severe
40,56,0,272,critical
29,72,0,340,mild
29,67,0,548,mild
34,71,0,236,severe
27,52,0,570,no
35,53,0,509,severe
28,58,0,463,mild
35,76,0,421,severe
26,69,0,380,no
31,72,0,481,severe
33,58,0,276,severe
31,62,0,387,severe
25,77,0,309,no
35,59,0,413,severe
28,60,0,359,mild
34,72,0,433,severe
34,62,0,513,severe
27,74,0,454,no
27,66,0,570,no
34,73,0,450,severe
25,67,0,489,no
37,58,0,432,critical
32,53,0,313,severe
36,69,0,234,critical
33,56,0,240,severe
38,60,0,550,critical
40,56,0,513,critical
28,65,0,272,mild
33,68,0,497,severe
40,55,0,413,critical
27,67,0,240,no
40,74,0,224,critical
35,70,0,346,severe
37,75,0,337,critical
30,56,0,409,no
28,74,0,522,mild
25,74,0,420,no
29,77,0,370,mild
29,64,0,579,mild
38,51,0,589,critical
26,61,0,418,no
40,66,0,334,critical
38,65,0,400,critical
34,72,0,369,severe
36,77,0,222,critical
36,57,0,432,critical
39,62,0,328,critical
34,53,0,476,severe
32,73,0,357,severe
37,50,0,478,critical
28,54,0,226,mild
25,73,0,376,no
33,67,0,585,severe
35,50,0,407,severe
29,62,0,355,mild
38,73,0,588,critical
35,67,0,533,severe
28,59,0,520,mild
34,55,0,293,severe
32,63,0,282,severe
31,53,0,239,severe
27,67,0,209,no
27,62,0,479,no
31,77,0,376,severe
35,56,0,533,severe
30,68,0,501,no
28,71,0,206,mild
36,54,0,302,critical
36,74,0,285,critical
35,59,0,593,severe
28,50,0,418,mild
33,61,0,418,severe
28,64,0,496,mild
39,63,0,332,critical
25,73,0,201,no
30,53,0,293,no
34,68,0,492,severe
28,62,0,325,mild
39,78,0,583,critical
30,57,0,440,no
27,68,0,472,no
38,66,0,530,critical
30,77,0,337,no
34,78,0,444,severe
32,59,0,218,severe
27,58,0,215,no
37,76,0,285,critical
34,53,0,510,severe
28,64,0,311,mild
36,60,0,441,critical
28,68,0,229,mild
28,64,0,325,mild
29,50,0,254,mild
27,55,0,516,no
29,52,0,543,mild
34,65,0,265,severe
40,76,0,391,critical
29,65,0,279,mild
36,61,0,505,critical
25,78,0,324,no
32,76,0,459,severe
26,72,0,517,no
35,77,0,474,severe
32,63,0,320,severe
34,69,0,538,severe
39,58,0,231,critical
30,72,0,225,no
39,52,0,364,critical
35,73,0,295,severe
38,65,0,300,critical
29,74,0,423,mild
31,69,0,265,severe
40,66,0,412,critical
38,58,0,505,critical
34,50,0,456,severe
37,63,0,510,critical
40,72,0,481,critical
28,50,0,585,mild
27,61,0,422,no
40,61,0,527,critical
36,55,0,332,critical
30,50,0,257,no
37,54,0,361,critical
33,73,0,592,severe
34,65,0,490,severe
38,50,0,370,critical
40,56,0,225,critical
28,51,0,310,mild
33,56,0,516,severe
39,54,0,433,critical
35,59,0,528,severe
26,70,0,302,no
37,59,0,310,critical
31,52,0,359,severe
29,73,0,318,mild
29,73,0,287,mild
31,68,0,263,severe
29,51,0,574,mild
39,68,0,420,critical
36,71,0,414,critical
31,60,0,477,severe
40,78,0,390,critical
31,71,0,449,severe
25,53,0,414,no
25,59,0,277,no
26,62,0,441,no
40,53,0,512,critical
29,64,0,225,mild
34,73,0,549,severe
32,66,0,377,severe
36,75,0,476,critical
26,65,0,236,no
26,58,0,444,no
28,54,0,354,mild
25,56,0,561,no
31,59,0,438,severe
36,50,0,394,critical
32,57,0,404,severe
35,76,0,499,severe
33,58,0,439,severe
29,53,0,350,mild
30,55,0,591,no
30,50,0,498,no
31,63,0,217,severe
26,68,0,358,no
40,55,0,480,critical
40,51,0,281,critical
29,60,0,235,mild
29,77,0,287,mild
39,59,0,357,critical
27,77,0,504,no
35,58,0,406,severe
28,74,0,434,mild
25,68,0,407,no
33,56,0,483,severe
31,69,0,238,severe
30,62,0,555,no
40,67,0,371,critical
31,74,0,547,severe
40,61,0,357,critical
36,53,0,232,critical
26,55,0,369,no
38,75,0,356,critical
35,56,0,522,severe
32,63,0,247,severe
29,64,0,276,mild
30,56,0,398,no
38,75,0,353,critical
31,55,0,525,severe
31,78,0,292,severe
38,68,0,560,critical
35,69,0,552,severe
36,59,0,392,critical
26,64,0,281,no
27,65,0,526,no
33,67,0,582,severe
39,71,0,585,critical
35,52,0,510,severe
31,59,0,215,severe
31,61,0,570,severe
40,73,0,245,critical
37,77,0,591,critical
32,58,0,216,severe
38,63,0,461,critical
34,59,0,569,severe
26,75,0,233,no
37,59,0,316,critical
39,53,0,519,critical
33,56,0,287,severe
37,70,0,283,critical
32,72,0,242,severe
33,53,0,575,severe
27,50,0,459,no
30,63,0,494,no
35,50,0,364,severe
37,53,0,373,critical
38,50,0,265,critical
40,56,0,240,critical
34,74,0,207,severe
27,57,0,332,no
26,71,0,421,no
38,61,0,238,critical
25,50,0,425,no
37,56,0,202,critical
36,67,0,465,critical
27,73,0,514,no
26,50,0,386,no
40,55,0,359,critical
28,63,0,543,mild
26,53,0,376,no
35,59,0,543,severe
29,68,0,598,mild
40,71,0,336,critical
26,62,0,520,no
35,66,0,306,severe
27,76,0,344,no
38,78,0,383,critical
38,76,0,553,critical
26,68,0,321,no
29,64,0,573,mild
33,73,0,225,severe
39,52,0,511,critical
32,74,0,415,severe
39,63,0,231,critical
25,56,0,324,no
35,61,0,555,severe
28,50,0,415,mild
36,78,0,499,critical
35,64,0,245,severe
34,56,0,487,severe
36,52,0,512,critical
29,64,0,499,mild
33,65,0,229,severe
29,63,0,492,mild
25,51,0,393,no
27,73,0,440,no
39,68,0,272,critical
33,58,0,390,severe
39,60,0,403,critical
34,52,0,355,severe
38,62,0,241,critical
32,64,0,322,severe
35,70,0,382,severe
30,72,0,434,no
27,75,0,491,no
35,53,0,416,severe
31,50,0,404,severe
29,68,0,348,mild
34,73,0,357,severe
35,77,0,505,severe
35,54,0,541,severe
33,70,0,479,severe
36,50,0,292,critical
35,67,0,356,severe
26,54,0,541,no
30,53,0,510,no
33,62,0,334,severe
31,68,0,293,severe
32,56,0,370,severe
28,77,0,540,mild
33,77,0,370,severe
32,77,0,495,severe
37,55,0,212,critical
33,72,0,397,severe
35,76,0,279,severe
25,69,0,331,no
34,51,0,598,severe
38,76,0,309,critical
26,56,0,334,no
39,78,0,528,critical
25,72,0,222,no
31,56,0,569,severe
38,56,0,445,critical
37,70,0,419,critical
37,54,0,227,critical
28,57,0,289,mild
36,65,0,286,critical
28,52,0,583,mild
35,65,0,303,severe
29,73,0,409,mild
28,57,0,446,mild
39,71,0,577,critical
33,54,0,376,severe
37,62,0,228,critical
31,54,0,562,severe
40,66,0,224,critical
29,75,0,249,mild
30,58,0,513,no
39,60,0,437,critical
30,62,0,307,no
26,72,0,537,no
36,60,0,226,critical
36,67,0,452,critical
26,68,0,356,no
26,60,0,215,no
28,73,0,210,mild
29,54,0,390,mild
36,73,0,335,critical
33,66,0,545,severe
35,61,0,590,severe
33,78,0,287,severe
28,73,0,433,mild
29,53,0,382,mild
36,73,0,226,critical
27,71,0,295,no
35,53,0,284,severe
26,75,0,599,no
34,57,0,325,severe
39,51,0,211,critical
26,63,0,446,no
36,56,0,439,critical
37,54,0,481,critical
27,51,0,308,no
36,68,0,461,critical
37,67,0,385,critical
31,52,0,493,severe
35,53,0,399,severe
29,71,0,520,mild
28,66,0,525,mild
26,62,0,569,no
30,50,0,466,no
28,57,0,428,mild
34,74,0,308,severe
32,54,0,560,severe
32,75,0,520,severe
25,71,0,350,no
29,57,0,503,mild
36,74,0,577,critical
37,78,0,408,critical
30,71,0,470,no
38,66,0,545,critical
25,55,0,217,no
30,63,0,536,no
38,50,0,333,critical
29,70,0,387,mild
38,68,0,381,critical
35,65,0,417,severe
37,60,0,447,critical
37,62,0,516,critical
28,61,0,523,mild
31,70,0,371,severe
35,54,0,358,severe
26,53,0,264,no
38,71,0,219,critical
40,55,0,283,critical
36,78,0,293,critical
32,59,0,254,severe
28,58,0,567,mild
29,63,0,592,mild
40,67,0,524,critical
37,65,0,310,critical
33,77,0,238,severe
39,54,0,416,critical
39,63,0,422,critical
36,74,0,241,critical
25,64,0,294,no
38,66,0,475,critical
36,75,0,290,critical
29,53,0,526,mild
27,71,0,313,no
29,63,0,242,mild
31,52,0,561,severe
29,69,0,501,mild
40,73,0,534,critical
29,66,0,550,mild
29,77,0,580,mild
36,50,0,346,critical
26,51,0,445,no
38,64,0,325,critical
38,54,0,356,critical
39,60,0,324,critical
38,74,0,234,critical
38,67,0,219,critical
34,54,0,571,severe
27,66,0,245,no
27,60,0,412,no
39,74,0,500,critical
33,65,0,299,severe
36,50,0,374,critical
38,78,0,259,critical
27,62,0,397,no
27,63,0,382,no
38,57,0,566,critical
33,60,0,524,severe
31,72,0,251,severe
29,56,0,349,mild
40,59,0,405,critical
29,74,0,330,mild
25,75,0,201,no
35,61,0,302,severe
40,73,0,492,critical
39,60,0,243,critical
39,77,0,204,critical
32,62,0,456,severe
35,55,0,417,severe
35,77,0,393,severe
34,75,0,289,severe
31,55,0,336,severe
35,52,0,416,severe
28,65,0,427,mild
31,53,0,302,severe
38,66,0,283,critical
37,69,0,521,critical
32,60,0,423,severe
30,53,0,485,no
37,63,0,286,critical
27,68,0,572,no
37,50,0,262,critical
32,51,0,398,severe
30,76,0,402,no
32,69,0,429,severe
25,67,0,589,no
32,64,0,410,severe
34,53,0,428,severe
34,53,0,397,severe
31,69,0,208,severe
26,57,0,585,no
26,66,0,503,no
33,72,0,333,severe
30,65,0,259,no
27,66,0,308,no
26,55,0,272,no
38,59,0,244,critical
39,56,0,330,critical
28,50,0,561,mild
29,66,0,300,mild
32,50,0,446,severe
28,61,0,306,mild
39,69,0,278,critical
25,64,0,580,no
37,51,0,539,critical
26,58,0,258,no
32,53,0,504,severe
36,50,0,532,critical
29,63,0,232,mild
35,75,0,570,severe
26,72,0,552,no
36,77,0,244,critical
30,59,0,459,no
32,54,0,537,severe
28,53,0,493,mild
31,66,0,576,severe
36,66,0,525,critical
29,73,0,398,mild
33,76,0,518,severe
32,76,0,334,severe
25,57,0,275,no
31,67,0,500,severe
28,56,0,290,mild
31,71,0,354,severe
32,57,0,262,severe
39,62,0,595,critical
40,64,0,295,critical
32,68,0,245,severe
29,56,0,213,mild
26,74,0,569,no
31,76,0,429,severe
38,72,0,466,critical
26,54,0,299,no
26,51,0,493,no
26,74,0,288,no
35,60,0,598,severe
37,72,0,255,critical
35,67,0,261,severe
32,71,0,495,severe
29,77,0,577,mild
27,61,0,432,no
35,75,0,217,severe
38,68,0,442,critical
26,66,0,364,no
26,56,0,348,no
30,78,0,407,no
28,62,0,499,mild
33,70,0,297,severe
33,59,0,388,severe
30,75,0,339,no
31,55,0,280,severe
40,61,0,418,critical
36,52,0,292,critical
38,76,0,344,critical
26,51,0,212,no
40,61,0,577,critical
31,50,0,262,severe
26,56,0,302,no
27,63,0,439,no
26,69,0,244,no
31,57,0,513,severe
35,72,0,596,severe
33,73,0,296,severe
31,70,0,354,severe
28,70,0,569,mild
33,51,0,579,severe
26,75,0,201,no
37,53,0,362,critical
30,59,0,261,no
34,59,0,239,severe
25,59,0,418,no
28,61,0,216,mild
27,76,0,592,no
29,63,0,516,mild
26,55,0,221,no
25,72,0,576,no
36,54,0,267,critical
26,50,0,344,no
26,71,0,559,no
34,61,0,448,severe
31,78,0,276,severe
29,77,0,529,mild
36,61,0,555,critical
38,65,0,417,critical
29,76,0,393,mild
37,76,0,581,critical
37,78,0,357,critical
28,72,0,302,mild
25,77,0,560,no
27,72,0,451,no
25,50,0,344,no
35,66,0,292,severe
39,53,0,446,critical
36,59,0,237,critical
31,66,0,380,severe
31,59,0,579,severe
26,53,0,442,no
30,74,0,316,no
40,77,0,578,critical
31,71,0,560,severe
27,78,0,498,no
26,62,0,341,no
33,64,0,247,severe
33,51,0,501,severe
31,61,0,505,severe
32,60,0,418,severe
37,70,0,211,critical
36,55,0,517,critical
33,68,0,349,severe
26,67,0,544,no
26,51,0,468,no
35,65,0,390,severe
35,72,0,221,severe
34,53,0,542,severe
38,66,0,369,critical
40,68,0,364,critical
37,74,0,291,critical
33,66,0,524,severe
31,58,0,434,severe
28,67,0,580,mild
27,61,0,579,no
35,69,0,240,severe
26,65,0,385,no
33,58,0,255,severe
31,77,0,474,severe
28,53,0,367,mild
28,52,0,385,mild
35,74,0,376,severe
31,70,0,451,severe
33,59,0,559,severe
25,68,0,272,no
35,65,0,507,severe
36,72,0,471,critical
30,52,0,357,no
30,69,0,591,no
28,78,0,510,mild
27,59,0,213,no
32,54,0,498,severe
40,51,0,301,critical
25,67,0,364,no
37,71,0,379,critical
35,69,0,241,severe
39,53,0,364,critical
26,65,0,464,no
37,50,0,387,critical
28,72,0,304,mild
34,70,0,258,severe
31,53,0,530,severe
37,74,0,351,critical
31,59,0,266,severe
36,73,0,364,critical
35,50,0,559,severe
31,54,0,360,severe
32,66,0,309,severe
37,60,0,536,critical
27,78,0,393,no
33,72,0,434,severe
28,69,0,483,mild
34,63,0,552,severe
36,71,0,561,critical
30,62,0,597,no
26,53,0,559,no
28,57,0,420,mild
34,61,0,475,severe
36,75,0,494,critical
30,73,0,493,no
31,50,0,555,severe
33,64,0,265,severe
34,55,0,291,severe
31,77,0,542,severe
25,50,0,295,no
40,68,0,248,critical
29,62,0,233,mild
30,76,0,447,no
29,61,0,500,mild
33,71,0,364,severe
32,51,0,319,severe
36,74,0,437,critical
33,61,0,493,severe
28,53,0,228,mild
39,75,0,435,critical
26,59,0,308,no
34,68,0,571,severe
25,74,0,400,no
39,63,0,590,critical
33,55,0,264,severe
31,51,0,232,severe
33,64,0,363,severe
39,56,0,349,critical
32,76,0,443,severe
29,50,0,433,mild
29,62,0,501,mild
25,56,0,272,no
26,59,0,374,no
26,59,0,514,no
39,68,0,350,critical
39,75,0,232,critical
39,74,0,513,critical
30,64,0,422,no
33,73,0,496,severe
37,75,0,249,critical
39,66,0,435,critical
34,74,0,558,severe
32,51,0,406,severe
34,69,0,233,severe
31,78,0,353,severe
36,55,0,234,critical
29,77,0,387,mild
32,74,0,580,severe
30,64,0,579,no
38,52,0,463,critical
31,75,0,511,severe
31,70,0,260,severe
26,59,0,452,no
32,52,0,207,severe
31,64,0,355,severe
38,74,0,377,critical
37,65,0,480,critical
30,67,0,206,no
31,58,0,543,severe
29,53,0,452,mild
29,65,0,578,mild
40,71,0,545,critical
34,78,0,533,severe
35,68,0,392,severe
35,51,0,577,severe
25,72,0,390,no
37,75,0,264,critical
25,67,0,229,no
40,55,0,315,critical
39,69,0,569,critical
37,53,0,595,critical
35,73,0,479,severe
36,77,0,368,critical
30,65,0,405,no
35,53,0,227,severe
27,69,0,376,no
26,59,0,254,no
37,61,0,431,critical
35,77,0,414,severe
25,67,0,262,no
33,75,0,567,severe
38,65,0,345,critical
32,74,0,286,severe
31,54,0,431,severe
31,62,0,279,severe
28,70,0,382,mild
30,71,0,235,no
37,55,0,491,critical
37,55,0,496,critical
36,73,0,448,critical
27,54,0,247,no
26,70,0,424,no
26,67,0,424,no
29,52,0,282,mild
27,53,0,394,no
29,74,0,356,mild
25,72,0,397,no
37,70,0,305,critical
30,60,0,382,no
39,59,0,208,critical
34,60,0,385,severe
27,71,0,490,no
37,63,0,362,critical
33,75,0,254,severe
26,58,0,556,no
34,75,0,377,severe
31,54,0,596,severe
31,72,0,442,severe
39,73,0,292,critical
34,77,0,384,severe
28,55,0,336,mild
38,67,0,476,critical
37,55,0,554,critical
32,68,0,318,severe
30,62,0,282,no
25,72,0,409,no
35,62,0,577,severe
35,50,0,568,severe
28,76,0,265,mild
36,50,0,220,critical
32,76,0,305,severe
34,67,0,461,severe
36,63,0,456,critical
39,69,0,414,critical
40,75,0,213,critical
25,60,0,393,no
33,77,0,246,severe
40,51,0,500,critical
25,62,0,373,no
28,64,0,477,mild
26,54,0,560,no
33,56,0,243,severe
35,64,0,471,severe
39,72,0,493,critical
35,78,0,525,severe
35,56,0,388,severe
25,70,0,203,no
39,77,0,416,critical
25,71,0,559,no
25,54,0,239,no
39,73,0,456,critical
37,65,0,453,critical
37,72,0,214,critical
33,57,0,219,severe
40,61,0,335,critical
40,69,0,289,critical
31,50,0,466,severe
29,70,0,509,mild
26,58,0,562,no
32,65,0,546,severe
39,57,0,377,critical
38,65,0,448,critical
33,50,0,351,severe
31,55,0,540,severe
38,51,0,570,critical
34,78,0,448,severe
25,61,0,331,no
28,67,0,304,mild
28,71,0,500,mild
38,55,0,413,critical
25,50,0,358,no
30,50,0,571,no
32,76,0,461,severe
31,60,0,255,severe
26,70,0,576,no
30,77,0,427,no
36,71,0,228,critical
32,61,0,371,severe
32,50,0,315,severe
26,61,0,528,no
27,64,0,385,no
37,52,0,598,critical
33,72,0,522,severe
25,50,0,515,no
40,74,0,383,critical
36,75,0,366,critical
31,76,0,329,severe
35,58,0,477,severe
28,66,0,234,mild
34,71,0,559,severe
37,66,0,493,critical
29,70,0,396,mild
40,51,0,427,critical
36,50,0,222,critical
38,58,0,355,critical
33,73,0,587,severe
31,59,0,312,severe
34,61,0,478,severe
33,59,0,311,severe
30,54,0,208,no
40,68,0,554,critical
35,65,0,407,severe
31,58,0,551,severe
34,60,0,473,severe
37,56,0,524,critical
36,61,0,409,critical
29,73,0,467,mild
38,73,0,303,critical
25,73,0,297,no
32,73,0,438,severe
26,62,0,256,no
34,76,0,433,severe
37,68,0,290,critical
40,52,0,296,critical
36,74,0,313,critical
35,51,0,219,severe
28,58,0,424,mild
29,59,0,486,mild
28,55,0,587,mild
34,52,0,555,severe
29,74,0,321,mild
34,67,0,356,severe
32,63,0,294,severe
34,72,0,595,severe
34,50,0,474,severe
33,61,0,580,severe
39,69,0,232,critical
35,61,0,292,severe
40,64,0,339,critical
34,78,0,495,severe
32,67,0,424,severe
33,50,0,288,severe
40,64,0,301,critical
37,64,0,414,critical
35,55,0,545,severe
40,67,0,260,critical
39,50,0,484,critical
26,77,0,276,no
40,59,0,505,critical
27,67,0,237,no
30,57,0,325,no
25,67,0,238,no
30,54,0,268,no
32,67,0,358,severe
38,50,0,538,critical
30,50,0,471,no
32,78,0,224,severe
26,54,0,426,no
25,61,0,374,no
40,59,0,233,critical
34,59,0,299,severe
30,67,0,325,no
37,63,0,590,critical
26,50,0,220,no
26,78,0,328,no
34,76,0,597,severe
37,69,0,544,critical
29,54,0,489,mild
36,54,0,300,critical
28,76,0,464,mild
34,56,0,581,severe
25,58,0,213,no
30,61,0,326,no
27,60,0,236,no
33,60,0,212,severe
32,67,0,429,severe
27,67,0,238,no
31,71,0,266,severe
40,51,0,317,critical
32,54,0,303,severe
26,76,0,328,no
38,71,0,390,critical
33,68,0,236,severe
33,52,0,377,severe
27,68,0,355,no
36,50,0,540,critical
29,53,0,260,mild
35,67,0,403,severe
38,70,0,325,critical
31,60,0,346,severe
26,69,0,582,no
30,56,0,212,no
33,71,0,462,severe
32,73,0,460,severe
29,57,0,484,mild
29,74,0,532,mild
38,52,0,263,critical
33,68,0,509,severe
36,67,0,334,critical
32,53,0,412,severe
40,77,0,409,critical
32,77,0,475,severe
37,62,0,439,critical
40,75,0,332,critical
25,70,0,460,no
26,56,0,499,no
32,69,0,217,severe
29,66,0,243,mild
32,64,0,261,severe
28,75,0,372,mild
35,55,0,227,severe
36,60,0,588,critical
34,70,0,282,severe
25,74,0,397,no
33,78,0,488,severe
35,60,0,358,severe
28,61,0,298,mild
28,54,0,559,mild
31,51,0,544,severe
25,55,0,254,no
40,52,0,586,critical
25,54,0,557,no
27,57,0,310,no
32,53,0,535,severe
25,54,0,471,no
27,66,0,353,no
36,50,0,229,critical
29,74,0,223,mild
38,62,0,210,critical
40,51,0,387,critical
38,78,0,430,critical
31,73,0,538,severe
25,68,0,260,no
35,77,0,369,severe
31,71,0,409,severe
31,58,0,481,severe
31,55,0,406,severe
28,68,0,306,mild
37,50,0,555,critical
36,70,0,536,critical
37,71,0,386,critical
37,51,0,547,critical
39,50,0,598,critical
25,73,0,224,no
36,77,0,376,critical
33,53,0,598,severe
36,60,0,557,critical
31,74,0,266,severe
30,64,0,420,no
33,64,0,213,severe
36,55,0,320,critical
37,65,0,470,critical
35,55,0,353,severe
33,75,0,371,severe
31,73,0,376,severe
38,64,0,505,critical
25,51,0,384,no
39,54,0,278,critical
36,72,0,554,critical
29,62,0,506,mild
34,76,0,308,severe
31,59,0,568,severe
34,65,0,492,severe
35,55,0,302,severe
26,72,0,390,no
37,77,0,273,critical
39,67,0,445,critical
38,60,0,527,critical
25,50,0,513,no
36,74,0,500,critical
40,65,0,432,critical
38,59,0,510,critical
40,64,0,531,critical
26,76,0,369,no
33,76,0,355,severe
30,56,0,360,no
30,58,0,264,no
35,62,0,351,severe
25,61,0,452,no
33,54,0,284,severe
37,64,0,504,critical
28,50,0,282,mild
33,57,0,531,severe
34,77,0,419,severe
38,71,0,202,critical
36,64,0,530,critical
31,66,0,316,severe
30,70,0,317,no
25,51,0,283,no
37,58,0,268,critical
38,68,0,389,critical
35,63,0,574,severe
39,58,0,524,critical
25,58,0,381,no
28,55,0,593,mild
37,72,0,508,critical
27,63,0,252,no
27,71,0,216,no
25,58,0,549,no
39,57,0,523,critical
34,61,0,257,severe
40,52,0,427,critical
33,66,0,330,severe
33,67,0,538,severe
29,57,0,309,mild
25,51,0,483,no
25,76,0,364,no
27,72,0,345,no
32,66,0,433,severe
37,76,0,304,critical
37,67,0,401,critical
28,68,0,420,mild
40,76,0,292,critical
25,54,0,425,no
26,63,0,449,no
38,76,0,600,critical
37,58,0,424,critical
30,72,0,585,no
28,70,0,344,mild
39,57,0,484,critical
34,56,0,244,severe
34,62,0,533,severe
34,76,0,589,severe
40,69,0,415,critical
31,51,0,541,severe
30,50,0,518,no
39,66,0,213,critical
27,59,0,288,no
40,63,0,252,critical
25,59,0,368,no
39,55,0,286,critical
40,67,0,367,critical
26,68,0,501,no
29,73,0,229,mild
31,64,0,242,severe
30,52,0,304,no
33,53,0,277,severe
27,68,0,349,no
26,75,0,523,no
32,60,0,459,severe
27,70,0,581,no
26,62,0,234,no
37,76,0,340,critical
37,61,0,290,critical
39,56,0,298,critical
29,57,0,251,mild
40,71,0,523,critical
33,64,0,283,severe
29,65,0,358,mild
35,52,0,442,severe
31,67,0,509,severe
31,50,0,571,severe
29,78,0,362,mild
38,67,0,283,critical
35,51,0,306,severe
33,56,0,309,severe
39,67,0,409,critical
30,55,0,364,no
27,75,0,345,no
40,54,0,579,critical
36,67,0,559,critical
34,55,0,534,severe
26,67,0,418,no
39,50,0,394,critical
35,73,0,241,severe
30,54,0,349,no
39,78,0,562,critical
36,69,0,346,critical
27,53,0,236,no
39,57,0,203,critical
39,54,0,274,critical
33,70,0,563,severe
27,63,0,414,no
34,61,0,558,severe
33,77,0,210,severe
39,70,0,404,critical
28,76,0,414,mild
34,77,0,430,severe
26,65,0,373,no
37,50,0,389,critical
39,74,0,395,critical
32,52,0,556,severe
27,70,0,220,no
39,52,0,228,critical
30,69,0,447,no
33,76,0,473,severe
34,66,0,600,severe
33,75,0,576,severe
27,70,0,378,no
